JobID,title,company,experience,salary,location,job description,skills,post_date,webpage,company overview,industry,job highlights,All
2015,Product Manager,Amazon India,10+ years,INR 300000-600000 per annum,,Collaborate with engineering and design teams. Measure product performance and iterate.,Product Strategy Wireframing & Prototyping Roadmap Planning Competitive Analysis Business Acumen,2025-01-08,http://dubey.info/,Amazon India is a leading e-commerce platform providing retail and cloud services.,Automobile,Work on cutting-edge technologies in a fast-paced environment. Contribute to open-source projects and company-wide initiatives. Collaborate with cross-functional teams to develop innovative solutions.,Product Manager Amazon India  Work on cutting-edge technologies in a fast-paced environment. Contribute to open-source projects and company-wide initiatives. Collaborate with cross-functional teams to develop innovative solutions. Collaborate with engineering and design teams. Measure product performance and iterate. Product Strategy Wireframing & Prototyping Roadmap Planning Competitive Analysis Business Acumen Amazon India is a leading e-commerce platform providing retail and cloud services. Automobile 10+ years
2016,Software Engineer,Amazon India,10+ years,INR 2500000-3500000 per annum,Jaipur,Collaborate with teams to implement new features. Integrate third-party services and APIs.,Testing & Debugging Version Control (Git) System Design Cloud Computing Object-Oriented Programming,2025-02-10,http://www.cheema-baria.info/,Amazon India is a leading e-commerce platform providing retail and cloud services.,Healthcare,Flexible work hours and remote work opportunities available. Opportunity to contribute to high-impact projects with global reach. Leverage data-driven insights to improve business processes.,Software Engineer Amazon India Jaipur Flexible work hours and remote work opportunities available. Opportunity to contribute to high-impact projects with global reach. Leverage data-driven insights to improve business processes. Collaborate with teams to implement new features. Integrate third-party services and APIs. Testing & Debugging Version Control (Git) System Design Cloud Computing Object-Oriented Programming Amazon India is a leading e-commerce platform providing retail and cloud services. Healthcare 10+ years
2017,Machine Learning Engineer,IBM India,10+ years,INR 600000-1200000 per annum,Mumbai,Optimize inference speed for real-time applications. Optimize model training for performance.,"Data Processing (Pandas, NumPy) Supervised & Unsupervised Learning Feature Engineering Model Deployment Big Data Frameworks (Spark, Hadoop)",2025-01-06,http://mannan-dubey.org/,"IBM India offers AI, cloud computing, and enterprise technology solutions.",Healthcare,Opportunity to contribute to high-impact projects with global reach. Flexible work hours and remote work opportunities available. Leverage data-driven insights to improve business processes.,"Machine Learning Engineer IBM India Mumbai Opportunity to contribute to high-impact projects with global reach. Flexible work hours and remote work opportunities available. Leverage data-driven insights to improve business processes. Optimize inference speed for real-time applications. Optimize model training for performance. Data Processing (Pandas, NumPy) Supervised & Unsupervised Learning Feature Engineering Model Deployment Big Data Frameworks (Spark, Hadoop) IBM India offers AI, cloud computing, and enterprise technology solutions. Healthcare 10+ years"
2018,AI Researcher,Google India,10+ years,INR 300000-600000 per annum,Chennai,Publish research papers and technical reports. Optimize neural networks for efficiency.,"Natural Language Processing (NLP) Neural Networks Reinforcement Learning Mathematical Foundations Generative Models (GANs, VAEs)",2025-01-26,http://www.saran.com/,"Google India focuses on search, cloud computing, and AI-driven technological solutions.",Healthcare,Engage with customers to gather feedback and improve products. Contribute to open-source projects and company-wide initiatives. Be part of an agile team delivering high-quality software solutions.,"AI Researcher Google India Chennai Engage with customers to gather feedback and improve products. Contribute to open-source projects and company-wide initiatives. Be part of an agile team delivering high-quality software solutions. Publish research papers and technical reports. Optimize neural networks for efficiency. Natural Language Processing (NLP) Neural Networks Reinforcement Learning Mathematical Foundations Generative Models (GANs, VAEs) Google India focuses on search, cloud computing, and AI-driven technological solutions. Healthcare 10+ years"
2019,Backend Developer,Microsoft India,5-7 years,INR 1200000-1800000 per annum,,Debug and resolve backend performance issues. Implement cloud-based backend solutions.,Containerization (Docker) Database Management Caching Strategies Scalability & Performance Load Balancing,2025-01-16,https://jani.org/,"Microsoft India provides enterprise software, cloud computing, and AI solutions.",Automobile,Opportunity to lead and mentor junior team members. Leverage data-driven insights to improve business processes. Optimize existing applications for performance and scalability.,"Backend Developer Microsoft India  Opportunity to lead and mentor junior team members. Leverage data-driven insights to improve business processes. Optimize existing applications for performance and scalability. Debug and resolve backend performance issues. Implement cloud-based backend solutions. Containerization (Docker) Database Management Caching Strategies Scalability & Performance Load Balancing Microsoft India provides enterprise software, cloud computing, and AI solutions. Automobile 5-7 years"
2020,DevOps Engineer,SAP Labs India,0-1 years,INR 1200000-1800000 per annum,Jaipur,Manage CI/CD pipelines for software deployment. Monitor and optimize system performance.,"Version Control (Git) Networking & Security Scripting (Bash, Python) Configuration Management Infrastructure as Code (Terraform, Ansible)",2025-01-10,https://subramaniam.com/,SAP Labs India focuses on enterprise software development and cloud solutions.,IT,"Develop and maintain scalable, high-performance applications. Implement best security practices in software development. Leverage data-driven insights to improve business processes.","DevOps Engineer SAP Labs India Jaipur Develop and maintain scalable, high-performance applications. Implement best security practices in software development. Leverage data-driven insights to improve business processes. Manage CI/CD pipelines for software deployment. Monitor and optimize system performance. Version Control (Git) Networking & Security Scripting (Bash, Python) Configuration Management Infrastructure as Code (Terraform, Ansible) SAP Labs India focuses on enterprise software development and cloud solutions. IT 0-1 years"
2021,AI Researcher,Oracle India,1-3 years,INR 1800000-2500000 per annum,Hyderabad,Optimize neural networks for efficiency. Publish research papers and technical reports.,Computer Vision AI Ethics High-Performance Computing (HPC) Neural Networks Reinforcement Learning,2025-01-25,http://www.lall.com/,"Oracle India specializes in cloud applications, databases, and enterprise software solutions.",E-commerce,Contribute to open-source projects and company-wide initiatives. Flexible work hours and remote work opportunities available. Participate in hackathons and innovation challenges within the company.,"AI Researcher Oracle India Hyderabad Contribute to open-source projects and company-wide initiatives. Flexible work hours and remote work opportunities available. Participate in hackathons and innovation challenges within the company. Optimize neural networks for efficiency. Publish research papers and technical reports. Computer Vision AI Ethics High-Performance Computing (HPC) Neural Networks Reinforcement Learning Oracle India specializes in cloud applications, databases, and enterprise software solutions. E-commerce 1-3 years"
2022,System Architect,Oracle India,10+ years,INR 1200000-1800000 per annum,Hyderabad,Work on large-scale distributed systems. Ensure security and resilience in system design.,Load Balancing & Caching Microservices & Monoliths Security Best Practices Scalability & Performance High Availability,2025-02-17,https://www.lala.com/,"Oracle India specializes in cloud applications, databases, and enterprise software solutions.",Education,Optimize existing applications for performance and scalability. Implement best security practices in software development. Work on cutting-edge technologies in a fast-paced environment.,"System Architect Oracle India Hyderabad Optimize existing applications for performance and scalability. Implement best security practices in software development. Work on cutting-edge technologies in a fast-paced environment. Work on large-scale distributed systems. Ensure security and resilience in system design. Load Balancing & Caching Microservices & Monoliths Security Best Practices Scalability & Performance High Availability Oracle India specializes in cloud applications, databases, and enterprise software solutions. Education 10+ years"
2023,Backend Developer,Microsoft India,0-1 years,INR 1200000-1800000 per annum,,Optimize API performance and reliability. Work with caching and messaging queues.,Database Management Caching Strategies RESTful APIs Containerization (Docker) Authentication & Authorization,2025-02-17,https://walia.com/,"Microsoft India provides enterprise software, cloud computing, and AI solutions.",Automobile,Opportunity to contribute to high-impact projects with global reach. Participate in hackathons and innovation challenges within the company. Solve complex technical problems using advanced algorithms.,"Backend Developer Microsoft India  Opportunity to contribute to high-impact projects with global reach. Participate in hackathons and innovation challenges within the company. Solve complex technical problems using advanced algorithms. Optimize API performance and reliability. Work with caching and messaging queues. Database Management Caching Strategies RESTful APIs Containerization (Docker) Authentication & Authorization Microsoft India provides enterprise software, cloud computing, and AI solutions. Automobile 0-1 years"
2024,AI Researcher,Wipro,1-3 years,INR 1800000-2500000 per annum,Ahmedabad,Ensure ethical AI usage and fairness. Conduct AI-driven data analysis.,AI Ethics Optimization Techniques Computer Vision Natural Language Processing (NLP) Neural Networks,2025-01-27,http://www.chaudhry.org/,"Wipro is a leading global information technology, consulting, and business process services company.",IT,"Competitive salary package with performance-based incentives. Engage in continuous learning and skill development programs. Develop and maintain scalable, high-performance applications.","AI Researcher Wipro Ahmedabad Competitive salary package with performance-based incentives. Engage in continuous learning and skill development programs. Develop and maintain scalable, high-performance applications. Ensure ethical AI usage and fairness. Conduct AI-driven data analysis. AI Ethics Optimization Techniques Computer Vision Natural Language Processing (NLP) Neural Networks Wipro is a leading global information technology, consulting, and business process services company. IT 1-3 years"
2025,DevOps Engineer,Accenture,0-1 years,INR 600000-1200000 per annum,Chennai,Work with containerization tools like Docker. Implement security best practices in DevOps.,"Version Control (Git) Scripting (Bash, Python) Load Balancing & Scalability Docker & Kubernetes Monitoring & Logging",2025-02-26,https://www.sarkar-bakshi.com/,"Accenture is a global professional services company with expertise in digital, cloud, and security.",Finance,Opportunity to contribute to high-impact projects with global reach. Engage in continuous learning and skill development programs. Work closely with product managers to enhance user experience.,"DevOps Engineer Accenture Chennai Opportunity to contribute to high-impact projects with global reach. Engage in continuous learning and skill development programs. Work closely with product managers to enhance user experience. Work with containerization tools like Docker. Implement security best practices in DevOps. Version Control (Git) Scripting (Bash, Python) Load Balancing & Scalability Docker & Kubernetes Monitoring & Logging Accenture is a global professional services company with expertise in digital, cloud, and security. Finance 0-1 years"
2026,System Architect,Wipro,0-1 years,INR 1200000-1800000 per annum,Hyderabad,Ensure compliance with technical standards. Design and optimize system architectures.,Security Best Practices API Design Scalability & Performance Load Balancing & Caching Software Architecture,2025-01-26,http://www.swaminathan-lala.com/,"Wipro is a leading global information technology, consulting, and business process services company.",IT,Engage with customers to gather feedback and improve products. Opportunity to contribute to high-impact projects with global reach. Participate in hackathons and innovation challenges within the company.,"System Architect Wipro Hyderabad Engage with customers to gather feedback and improve products. Opportunity to contribute to high-impact projects with global reach. Participate in hackathons and innovation challenges within the company. Ensure compliance with technical standards. Design and optimize system architectures. Security Best Practices API Design Scalability & Performance Load Balancing & Caching Software Architecture Wipro is a leading global information technology, consulting, and business process services company. IT 0-1 years"
2027,Machine Learning Engineer,Wipro,3-5 years,INR 300000-600000 per annum,Bangalore,Integrate ML solutions into applications. Preprocess large datasets for training.,Feature Engineering Cloud ML Services MLOps Model Deployment Reinforcement Learning,2025-01-01,http://mane.com/,"Wipro is a leading global information technology, consulting, and business process services company.",E-commerce,Engage in continuous learning and skill development programs. Solve complex technical problems using advanced algorithms. Optimize existing applications for performance and scalability.,"Machine Learning Engineer Wipro Bangalore Engage in continuous learning and skill development programs. Solve complex technical problems using advanced algorithms. Optimize existing applications for performance and scalability. Integrate ML solutions into applications. Preprocess large datasets for training. Feature Engineering Cloud ML Services MLOps Model Deployment Reinforcement Learning Wipro is a leading global information technology, consulting, and business process services company. E-commerce 3-5 years"
2028,AI Researcher,Cognizant,5-7 years,INR 1200000-1800000 per annum,Mumbai,Conduct AI-driven data analysis. Optimize neural networks for efficiency.,Mathematical Foundations Optimization Techniques Neural Networks Computer Vision AI Ethics,2025-02-02,http://chatterjee.org/,Cognizant is an American multinational IT services and consulting company.,E-commerce,Competitive salary package with performance-based incentives. Engage in continuous learning and skill development programs. Implement best security practices in software development.,AI Researcher Cognizant Mumbai Competitive salary package with performance-based incentives. Engage in continuous learning and skill development programs. Implement best security practices in software development. Conduct AI-driven data analysis. Optimize neural networks for efficiency. Mathematical Foundations Optimization Techniques Neural Networks Computer Vision AI Ethics Cognizant is an American multinational IT services and consulting company. E-commerce 5-7 years
2029,Data Scientist,Google India,1-3 years,INR 2500000-3500000 per annum,Delhi,Ensure data integrity and preprocessing workflows. Work with cross-functional teams on data-driven solutions.,Machine Learning Python/R SQL & NoSQL Big Data Technologies ETL Pipelines,2025-02-07,https://mahajan-samra.net/,"Google India focuses on search, cloud computing, and AI-driven technological solutions.",IT,Collaborate with cross-functional teams to develop innovative solutions. Engage with customers to gather feedback and improve products. Engage in continuous learning and skill development programs.,"Data Scientist Google India Delhi Collaborate with cross-functional teams to develop innovative solutions. Engage with customers to gather feedback and improve products. Engage in continuous learning and skill development programs. Ensure data integrity and preprocessing workflows. Work with cross-functional teams on data-driven solutions. Machine Learning Python/R SQL & NoSQL Big Data Technologies ETL Pipelines Google India focuses on search, cloud computing, and AI-driven technological solutions. IT 1-3 years"
2030,AI Researcher,Capgemini,0-1 years,INR 600000-1200000 per annum,Ahmedabad,Explore novel techniques in deep learning. Collaborate with academia and industry experts.,"Neural Networks Natural Language Processing (NLP) High-Performance Computing (HPC) Reinforcement Learning Generative Models (GANs, VAEs)",2025-02-06,http://www.sarma-chadha.com/,"Capgemini is a global leader in consulting, digital transformation, and engineering services.",Healthcare,"Opportunity to lead and mentor junior team members. Develop and maintain scalable, high-performance applications. Competitive salary package with performance-based incentives.","AI Researcher Capgemini Ahmedabad Opportunity to lead and mentor junior team members. Develop and maintain scalable, high-performance applications. Competitive salary package with performance-based incentives. Explore novel techniques in deep learning. Collaborate with academia and industry experts. Neural Networks Natural Language Processing (NLP) High-Performance Computing (HPC) Reinforcement Learning Generative Models (GANs, VAEs) Capgemini is a global leader in consulting, digital transformation, and engineering services. Healthcare 0-1 years"
2031,Software Engineer,Wipro,0-1 years,INR 300000-600000 per annum,Delhi,"Develop, test, and maintain software applications. Develop REST APIs and backend services.",Problem Solving Databases (SQL & NoSQL) API Development Object-Oriented Programming Data Structures & Algorithms,2025-02-09,https://www.char-chaudry.net/,"Wipro is a leading global information technology, consulting, and business process services company.",E-commerce,Engage with customers to gather feedback and improve products. Engage in continuous learning and skill development programs. Work on cutting-edge technologies in a fast-paced environment.,"Software Engineer Wipro Delhi Engage with customers to gather feedback and improve products. Engage in continuous learning and skill development programs. Work on cutting-edge technologies in a fast-paced environment. Develop, test, and maintain software applications. Develop REST APIs and backend services. Problem Solving Databases (SQL & NoSQL) API Development Object-Oriented Programming Data Structures & Algorithms Wipro is a leading global information technology, consulting, and business process services company. E-commerce 0-1 years"
2032,Product Manager,Deloitte,1-3 years,INR 1800000-2500000 per annum,,Create detailed product specifications. Ensure user experience aligns with business goals.,User Experience (UX) Agile & Scrum Product Strategy Stakeholder Management Data-Driven Decision Making,2025-02-20,https://loke.info/,"Deloitte provides audit, consulting, financial advisory, risk management, and tax services.",Automobile,Opportunity to contribute to high-impact projects with global reach. Work on cutting-edge technologies in a fast-paced environment. Engage with customers to gather feedback and improve products.,"Product Manager Deloitte  Opportunity to contribute to high-impact projects with global reach. Work on cutting-edge technologies in a fast-paced environment. Engage with customers to gather feedback and improve products. Create detailed product specifications. Ensure user experience aligns with business goals. User Experience (UX) Agile & Scrum Product Strategy Stakeholder Management Data-Driven Decision Making Deloitte provides audit, consulting, financial advisory, risk management, and tax services. Automobile 1-3 years"
2033,DevOps Engineer,TCS,5-7 years,INR 300000-600000 per annum,Chennai,Monitor and optimize system performance. Collaborate with development teams on deployments.,"Version Control (Git) CI/CD Pipelines Docker & Kubernetes Monitoring & Logging Cloud Platforms (AWS, GCP, Azure)",2025-01-30,https://www.tak.biz/,"Tata Consultancy Services is a global IT services, consulting, and business solutions organization.",E-commerce,Collaborate with industry experts to build next-generation solutions. Develop AI-driven models for real-world applications. Work closely with product managers to enhance user experience.,"DevOps Engineer TCS Chennai Collaborate with industry experts to build next-generation solutions. Develop AI-driven models for real-world applications. Work closely with product managers to enhance user experience. Monitor and optimize system performance. Collaborate with development teams on deployments. Version Control (Git) CI/CD Pipelines Docker & Kubernetes Monitoring & Logging Cloud Platforms (AWS, GCP, Azure) Tata Consultancy Services is a global IT services, consulting, and business solutions organization. E-commerce 5-7 years"
2034,Data Scientist,Capgemini,1-3 years,INR 1800000-2500000 per annum,Delhi,Develop and test statistical models. Analyze large datasets to extract insights.,SQL & NoSQL ETL Pipelines Data Visualization Big Data Technologies Statistics & Probability,2025-01-27,http://www.dara.biz/,"Capgemini is a global leader in consulting, digital transformation, and engineering services.",Finance,Opportunity to lead and mentor junior team members. Competitive salary package with performance-based incentives. Develop AI-driven models for real-world applications.,"Data Scientist Capgemini Delhi Opportunity to lead and mentor junior team members. Competitive salary package with performance-based incentives. Develop AI-driven models for real-world applications. Develop and test statistical models. Analyze large datasets to extract insights. SQL & NoSQL ETL Pipelines Data Visualization Big Data Technologies Statistics & Probability Capgemini is a global leader in consulting, digital transformation, and engineering services. Finance 1-3 years"
2035,System Architect,HCL,0-1 years,INR 2500000-3500000 per annum,Ahmedabad,Optimize software and hardware performance. Evaluate new technologies for architecture improvements.,Scalability & Performance Load Balancing & Caching Microservices & Monoliths Cloud Computing Event-Driven Architecture,2025-02-05,http://chopra.com/,HCL Technologies is an Indian multinational IT services and consulting company.,IT,Work closely with product managers to enhance user experience. Solve complex technical problems using advanced algorithms. Work on cutting-edge technologies in a fast-paced environment.,System Architect HCL Ahmedabad Work closely with product managers to enhance user experience. Solve complex technical problems using advanced algorithms. Work on cutting-edge technologies in a fast-paced environment. Optimize software and hardware performance. Evaluate new technologies for architecture improvements. Scalability & Performance Load Balancing & Caching Microservices & Monoliths Cloud Computing Event-Driven Architecture HCL Technologies is an Indian multinational IT services and consulting company. IT 0-1 years
2036,Backend Developer,IBM India,3-5 years,INR 2500000-3500000 per annum,Kolkata,Write clean and maintainable backend code. Design and maintain scalable database schemas.,Caching Strategies Authentication & Authorization Serverless Architecture Load Balancing Database Management,2025-02-20,http://www.murty-de.biz/,"IBM India offers AI, cloud computing, and enterprise technology solutions.",Finance,Work on cutting-edge technologies in a fast-paced environment. Contribute to open-source projects and company-wide initiatives. Opportunity to lead and mentor junior team members.,"Backend Developer IBM India Kolkata Work on cutting-edge technologies in a fast-paced environment. Contribute to open-source projects and company-wide initiatives. Opportunity to lead and mentor junior team members. Write clean and maintainable backend code. Design and maintain scalable database schemas. Caching Strategies Authentication & Authorization Serverless Architecture Load Balancing Database Management IBM India offers AI, cloud computing, and enterprise technology solutions. Finance 3-5 years"
2037,Data Scientist,Capgemini,7-10 years,INR 1800000-2500000 per annum,Ahmedabad,Communicate findings with stakeholders. Develop predictive models and machine learning algorithms.,Machine Learning Data Visualization Feature Engineering Statistics & Probability Deep Learning,2025-01-03,http://hayre-nath.org/,"Capgemini is a global leader in consulting, digital transformation, and engineering services.",Finance,Engage with customers to gather feedback and improve products. Collaborate with cross-functional teams to develop innovative solutions. Contribute to open-source projects and company-wide initiatives.,"Data Scientist Capgemini Ahmedabad Engage with customers to gather feedback and improve products. Collaborate with cross-functional teams to develop innovative solutions. Contribute to open-source projects and company-wide initiatives. Communicate findings with stakeholders. Develop predictive models and machine learning algorithms. Machine Learning Data Visualization Feature Engineering Statistics & Probability Deep Learning Capgemini is a global leader in consulting, digital transformation, and engineering services. Finance 7-10 years"
2038,Product Manager,Accenture,7-10 years,INR 1800000-2500000 per annum,,Collaborate with engineering and design teams. Analyze market trends and competition.,Roadmap Planning Wireframing & Prototyping Product Strategy Competitive Analysis Business Acumen,2025-01-06,https://bassi.biz/,"Accenture is a global professional services company with expertise in digital, cloud, and security.",E-commerce,Work on cutting-edge technologies in a fast-paced environment. Leverage data-driven insights to improve business processes. Opportunity to lead and mentor junior team members.,"Product Manager Accenture  Work on cutting-edge technologies in a fast-paced environment. Leverage data-driven insights to improve business processes. Opportunity to lead and mentor junior team members. Collaborate with engineering and design teams. Analyze market trends and competition. Roadmap Planning Wireframing & Prototyping Product Strategy Competitive Analysis Business Acumen Accenture is a global professional services company with expertise in digital, cloud, and security. E-commerce 7-10 years"
2039,AI Researcher,Wipro,0-1 years,INR 1800000-2500000 per annum,Kolkata,Explore novel techniques in deep learning. Develop real-world AI applications.,"Computer Vision AI Ethics High-Performance Computing (HPC) Generative Models (GANs, VAEs) Bayesian Learning",2025-02-13,https://www.bhattacharyya.com/,"Wipro is a leading global information technology, consulting, and business process services company.",E-commerce,Opportunity to lead and mentor junior team members. Engage in continuous learning and skill development programs. Be part of an agile team delivering high-quality software solutions.,"AI Researcher Wipro Kolkata Opportunity to lead and mentor junior team members. Engage in continuous learning and skill development programs. Be part of an agile team delivering high-quality software solutions. Explore novel techniques in deep learning. Develop real-world AI applications. Computer Vision AI Ethics High-Performance Computing (HPC) Generative Models (GANs, VAEs) Bayesian Learning Wipro is a leading global information technology, consulting, and business process services company. E-commerce 0-1 years"
2040,Frontend Developer,Cognizant,1-3 years,INR 2500000-3500000 per annum,Pune,Write reusable and maintainable UI components. Debug and resolve UI-related issues.,"Web Accessibility HTML, CSS, JavaScript Progressive Web Apps (PWA) Testing Frameworks (Jest, Cypress) Responsive Design",2025-01-12,http://gopal-dubey.com/,Cognizant is an American multinational IT services and consulting company.,Automobile,Work on cutting-edge technologies in a fast-paced environment. Opportunity to contribute to high-impact projects with global reach. Collaborate with cross-functional teams to develop innovative solutions.,"Frontend Developer Cognizant Pune Work on cutting-edge technologies in a fast-paced environment. Opportunity to contribute to high-impact projects with global reach. Collaborate with cross-functional teams to develop innovative solutions. Write reusable and maintainable UI components. Debug and resolve UI-related issues. Web Accessibility HTML, CSS, JavaScript Progressive Web Apps (PWA) Testing Frameworks (Jest, Cypress) Responsive Design Cognizant is an American multinational IT services and consulting company. Automobile 1-3 years"
2041,Backend Developer,Tech Mahindra,5-7 years,INR 1800000-2500000 per annum,,Implement secure authentication and authorization. Develop and optimize server-side applications.,RESTful APIs Caching Strategies Containerization (Docker) Serverless Architecture Microservices,2025-01-18,https://www.sunder-walia.org/,Tech Mahindra offers IT services and business process outsourcing to various industries.,E-commerce,Opportunity to contribute to high-impact projects with global reach. Optimize existing applications for performance and scalability. Work on cutting-edge technologies in a fast-paced environment.,Backend Developer Tech Mahindra  Opportunity to contribute to high-impact projects with global reach. Optimize existing applications for performance and scalability. Work on cutting-edge technologies in a fast-paced environment. Implement secure authentication and authorization. Develop and optimize server-side applications. RESTful APIs Caching Strategies Containerization (Docker) Serverless Architecture Microservices Tech Mahindra offers IT services and business process outsourcing to various industries. E-commerce 5-7 years
2042,Cybersecurity Analyst,Oracle India,5-7 years,INR 2500000-3500000 per annum,Pune,Develop and implement firewalls and intrusion detection. Monitor security threats and vulnerabilities.,Secure Coding Penetration Testing Compliance & Regulations Risk Assessment Threat Intelligence,2025-02-21,http://sibal.info/,"Oracle India specializes in cloud applications, databases, and enterprise software solutions.",Finance,Be part of an agile team delivering high-quality software solutions. Flexible work hours and remote work opportunities available. Collaborate with cross-functional teams to develop innovative solutions.,"Cybersecurity Analyst Oracle India Pune Be part of an agile team delivering high-quality software solutions. Flexible work hours and remote work opportunities available. Collaborate with cross-functional teams to develop innovative solutions. Develop and implement firewalls and intrusion detection. Monitor security threats and vulnerabilities. Secure Coding Penetration Testing Compliance & Regulations Risk Assessment Threat Intelligence Oracle India specializes in cloud applications, databases, and enterprise software solutions. Finance 5-7 years"
2043,Product Manager,IBM India,10+ years,INR 300000-600000 per annum,Surat,Create detailed product specifications. Collaborate with engineering and design teams.,Roadmap Planning User Experience (UX) Data-Driven Decision Making Wireframing & Prototyping Product Strategy,2025-01-27,http://dugar-pandya.net/,"IBM India offers AI, cloud computing, and enterprise technology solutions.",Healthcare,Be part of an agile team delivering high-quality software solutions. Implement best security practices in software development. Participate in hackathons and innovation challenges within the company.,"Product Manager IBM India Surat Be part of an agile team delivering high-quality software solutions. Implement best security practices in software development. Participate in hackathons and innovation challenges within the company. Create detailed product specifications. Collaborate with engineering and design teams. Roadmap Planning User Experience (UX) Data-Driven Decision Making Wireframing & Prototyping Product Strategy IBM India offers AI, cloud computing, and enterprise technology solutions. Healthcare 10+ years"
2044,System Architect,IBM India,10+ years,INR 600000-1200000 per annum,,Ensure security and resilience in system design. Define system integration strategies.,Event-Driven Architecture Security Best Practices API Design Software Architecture Load Balancing & Caching,2025-01-25,http://aggarwal-gera.biz/,"IBM India offers AI, cloud computing, and enterprise technology solutions.",IT,Engage in continuous learning and skill development programs. Opportunity to contribute to high-impact projects with global reach. Collaborate with cross-functional teams to develop innovative solutions.,"System Architect IBM India  Engage in continuous learning and skill development programs. Opportunity to contribute to high-impact projects with global reach. Collaborate with cross-functional teams to develop innovative solutions. Ensure security and resilience in system design. Define system integration strategies. Event-Driven Architecture Security Best Practices API Design Software Architecture Load Balancing & Caching IBM India offers AI, cloud computing, and enterprise technology solutions. IT 10+ years"
2045,Machine Learning Engineer,Tech Mahindra,7-10 years,INR 2500000-3500000 per annum,Ahmedabad,Optimize model training for performance. Analyze model outputs and debug failures.,"Feature Engineering MLOps Reinforcement Learning Data Processing (Pandas, NumPy) Supervised & Unsupervised Learning",2025-02-07,https://dyal.org/,Tech Mahindra offers IT services and business process outsourcing to various industries.,Automobile,Be part of an agile team delivering high-quality software solutions. Implement best security practices in software development. Participate in hackathons and innovation challenges within the company.,"Machine Learning Engineer Tech Mahindra Ahmedabad Be part of an agile team delivering high-quality software solutions. Implement best security practices in software development. Participate in hackathons and innovation challenges within the company. Optimize model training for performance. Analyze model outputs and debug failures. Feature Engineering MLOps Reinforcement Learning Data Processing (Pandas, NumPy) Supervised & Unsupervised Learning Tech Mahindra offers IT services and business process outsourcing to various industries. Automobile 7-10 years"
2046,Frontend Developer,Google India,5-7 years,INR 300000-600000 per annum,Hyderabad,Ensure smooth user interactions and animations. Collaborate with designers and backend engineers.,"Progressive Web Apps (PWA) State Management (Redux, Vuex) HTML, CSS, JavaScript Responsive Design React/Vue/Angular",2025-01-31,https://www.saran-raja.com/,"Google India focuses on search, cloud computing, and AI-driven technological solutions.",Automobile,Optimize existing applications for performance and scalability. Engage in continuous learning and skill development programs. Opportunity to contribute to high-impact projects with global reach.,"Frontend Developer Google India Hyderabad Optimize existing applications for performance and scalability. Engage in continuous learning and skill development programs. Opportunity to contribute to high-impact projects with global reach. Ensure smooth user interactions and animations. Collaborate with designers and backend engineers. Progressive Web Apps (PWA) State Management (Redux, Vuex) HTML, CSS, JavaScript Responsive Design React/Vue/Angular Google India focuses on search, cloud computing, and AI-driven technological solutions. Automobile 5-7 years"
2047,System Architect,SAP Labs India,3-5 years,INR 1800000-2500000 per annum,Delhi,Evaluate new technologies for architecture improvements. Design and optimize system architectures.,Microservices & Monoliths Infrastructure Planning Scalability & Performance Load Balancing & Caching High Availability,2025-02-12,https://kata.com/,SAP Labs India focuses on enterprise software development and cloud solutions.,IT,Develop AI-driven models for real-world applications. Leverage data-driven insights to improve business processes. Work on cutting-edge technologies in a fast-paced environment.,System Architect SAP Labs India Delhi Develop AI-driven models for real-world applications. Leverage data-driven insights to improve business processes. Work on cutting-edge technologies in a fast-paced environment. Evaluate new technologies for architecture improvements. Design and optimize system architectures. Microservices & Monoliths Infrastructure Planning Scalability & Performance Load Balancing & Caching High Availability SAP Labs India focuses on enterprise software development and cloud solutions. IT 3-5 years
2048,Cybersecurity Analyst,Deloitte,10+ years,INR 2500000-3500000 per annum,Surat,Ensure compliance with security standards. Conduct forensic analysis of security breaches.,Firewalls & IDS/IPS Cryptography Compliance & Regulations Network Security SIEM Tools,2025-01-03,https://www.lanka.biz/,"Deloitte provides audit, consulting, financial advisory, risk management, and tax services.",Healthcare,Leverage data-driven insights to improve business processes. Develop AI-driven models for real-world applications. Competitive salary package with performance-based incentives.,"Cybersecurity Analyst Deloitte Surat Leverage data-driven insights to improve business processes. Develop AI-driven models for real-world applications. Competitive salary package with performance-based incentives. Ensure compliance with security standards. Conduct forensic analysis of security breaches. Firewalls & IDS/IPS Cryptography Compliance & Regulations Network Security SIEM Tools Deloitte provides audit, consulting, financial advisory, risk management, and tax services. Healthcare 10+ years"
2049,Frontend Developer,Deloitte,0-1 years,INR 600000-1200000 per annum,Jaipur,Ensure smooth user interactions and animations. Ensure responsive design and cross-browser compatibility.,"RESTful API Integration Cross-Browser Compatibility HTML, CSS, JavaScript Web Accessibility Testing Frameworks (Jest, Cypress)",2025-01-04,https://prabhakar.com/,"Deloitte provides audit, consulting, financial advisory, risk management, and tax services.",Education,Solve complex technical problems using advanced algorithms. Optimize existing applications for performance and scalability. Work closely with product managers to enhance user experience.,"Frontend Developer Deloitte Jaipur Solve complex technical problems using advanced algorithms. Optimize existing applications for performance and scalability. Work closely with product managers to enhance user experience. Ensure smooth user interactions and animations. Ensure responsive design and cross-browser compatibility. RESTful API Integration Cross-Browser Compatibility HTML, CSS, JavaScript Web Accessibility Testing Frameworks (Jest, Cypress) Deloitte provides audit, consulting, financial advisory, risk management, and tax services. Education 0-1 years"
